frame_id,rtsp_capture_ms,yolo_inference_ms,fusion_geometry_ms,total_pipeline_ms
136,0.15,1.18,0.54,9.93
137,0.14,0.13,0.52,7.69
138,0.21,1.85,1.14,11.34
139,0.14,0.15,0.99,8.6
140,0.25,3.33,1.2,13.21
141,0.14,0.16,1.68,12.29
142,0.17,1.68,0.92,10.3
143,0.27,57.33,20.09,201.58
144,0.21,1.55,0.46,18.55
145,0.15,0.17,0.48,10.19
146,2.75,68.79,16.53,151.73
147,0.23,0.16,1.64,11.33
148,0.33,1.46,0.62,10.99
149,16.19,33.85,26.38,167.65
150,0.19,1.51,0.73,12.89
151,0.15,0.17,0.48,8.35
152,0.26,2.21,1.44,13.09
153,0.27,0.31,1.21,10.89
154,18.95,26.51,28.92,205.1
155,0.46,0.27,3.27,19.86
156,0.12,1.1,1.3,13.33
157,0.16,0.22,1.69,10.84
158,0.15,1.98,0.99,12.45
159,0.13,0.16,0.87,7.46
160,33.06,29.02,39.82,231.85
161,0.17,0.13,0.59,11.99
162,2.32,62.12,30.98,231.52
163,0.22,0.18,0.53,12.61
164,0.26,2.05,1.19,12.16
165,9.87,17.15,36.85,142.05
166,0.15,1.5,0.6,13.03
167,0.13,0.14,0.6,8.18
168,2.17,13.95,13.8,83.48
169,3.48,0.96,19.35,127.58
170,0.39,2.34,0.71,13.9
171,0.15,0.16,0.53,7.13
172,0.14,1.34,0.77,10.54
173,0.28,0.32,1.0,8.81
174,0.2,2.38,0.7,11.52
175,0.12,0.15,0.62,7.59
176,7.96,19.02,19.92,66.37
177,0.14,0.19,0.61,6.88
178,0.26,2.52,0.93,11.74
179,0.14,0.15,0.52,7.97
180,9.68,25.2,27.44,177.17
181,0.19,0.18,0.61,11.61
182,0.26,3.23,1.28,12.44
183,0.21,0.24,0.67,10.07
184,0.16,1.41,0.67,8.81
185,0.15,0.19,0.76,8.31
186,0.12,1.33,0.63,10.1
187,0.13,0.14,0.51,7.37
188,0.22,2.21,1.29,12.73
189,0.25,0.3,1.13,10.04
190,0.29,2.4,0.42,11.29
191,0.19,0.16,0.71,7.47
192,13.5,36.54,25.67,227.54
193,0.17,0.18,0.57,13.69
194,0.12,1.12,0.37,8.07
195,1.44,50.08,6.24,184.1
196,0.2,1.54,0.4,16.1
197,0.21,0.18,0.59,12.41
198,0.11,0.9,0.38,9.37
199,0.13,0.16,0.46,7.34
200,0.22,2.65,0.78,13.39
201,7.97,68.4,33.71,259.67
202,0.25,1.59,0.41,11.99
203,0.2,0.13,12.55,74.9
204,0.13,1.15,0.52,10.56
205,0.11,0.14,0.38,7.04
206,0.2,3.38,0.73,12.52
207,0.15,0.17,1.63,10.26
208,0.2,1.79,1.84,13.02
209,4.45,10.85,23.76,150.68
210,0.2,1.53,1.16,15.53
211,0.13,0.13,1.3,9.19
212,0.21,1.6,1.84,13.31
213,0.17,0.18,1.3,11.52
214,0.14,1.53,1.65,12.65
215,0.11,0.13,1.73,9.63
216,0.16,1.41,1.37,11.36
217,0.17,0.23,1.62,10.24
218,0.24,2.43,1.35,13.11
219,0.13,0.15,0.45,6.69
220,0.18,1.68,0.73,12.43
221,0.26,0.32,2.18,11.36
222,0.22,1.63,1.22,11.58
223,0.14,0.15,0.89,10.48
224,0.15,1.14,1.04,12.57
225,15.87,25.21,32.12,137.8
226,0.73,1.5,1.41,16.66
227,0.14,0.17,1.44,14.01
228,0.24,2.15,1.58,12.97
229,0.18,0.22,1.44,10.71
230,0.19,2.1,1.5,15.81
231,0.13,0.15,0.87,8.32
232,0.17,1.36,1.26,14.12
233,0.17,0.23,0.59,6.66
234,0.21,27.68,16.49,110.0
235,11.42,0.94,7.26,89.12
236,0.13,0.89,0.76,11.54
237,0.26,0.35,1.94,11.15
238,0.17,1.73,1.26,11.9
239,1.92,17.98,76.9,172.84
240,0.35,2.67,1.0,18.53
241,0.14,0.15,0.78,9.97
242,22.2,25.5,19.71,148.56
243,0.2,0.23,1.14,11.07
244,0.13,1.19,1.62,9.77
245,0.71,1.46,39.4,160.25
246,0.27,1.16,1.06,13.77
247,0.15,0.19,1.12,7.89
248,0.25,2.7,1.43,14.09
249,0.13,0.14,0.76,9.19
250,0.25,1.93,1.64,11.57
251,0.19,0.2,0.83,6.78
252,0.12,1.33,0.84,9.72
253,0.13,0.15,0.81,9.02
254,12.69,28.66,20.58,231.53
255,0.26,0.18,2.56,15.25
256,0.3,1.48,0.9,10.49
257,2.44,0.23,4.53,36.76
258,0.13,0.88,1.13,12.26
259,0.26,31.64,29.9,154.34
260,0.19,1.7,0.99,15.59
261,0.15,0.18,0.8,11.22
262,0.11,1.3,1.09,11.18
263,0.19,0.23,1.22,9.49
264,18.72,33.94,9.48,118.09
265,0.21,0.44,2.64,85.71
266,0.11,0.75,0.89,10.36
267,34.89,73.78,32.11,309.54
268,0.18,1.55,0.85,14.12
269,0.15,0.17,1.32,9.92
270,0.16,1.3,1.12,12.68
271,0.12,0.16,0.96,8.36
272,31.88,18.32,41.51,215.22
273,0.42,0.5,1.64,16.12
274,0.18,1.56,2.41,14.66
275,0.1,0.13,0.75,7.58
276,0.25,2.92,2.07,14.99
277,0.14,0.15,0.82,11.34
278,0.3,1.76,1.26,12.16
279,0.12,0.17,1.05,8.02
280,0.19,2.33,1.6,12.45
281,0.15,0.16,0.9,9.66
282,0.16,1.33,1.58,13.35
283,0.13,0.13,1.07,8.88
284,0.18,7.56,1.49,19.32
285,13.64,29.57,6.02,139.1
286,0.19,3.57,3.67,19.95
287,0.14,0.16,0.87,9.62
288,0.16,1.37,0.84,13.03
289,0.23,0.28,2.38,12.15
290,0.28,1.15,0.92,10.71
291,0.15,0.16,1.03,8.51
292,0.15,1.88,1.5,13.5
293,0.18,0.23,1.53,10.46
294,0.47,2.64,1.51,13.8
295,0.59,19.86,18.26,163.42
296,0.36,1.15,0.96,15.76
297,0.15,0.21,1.28,10.76
298,0.12,1.47,0.86,11.5
299,0.62,67.41,49.12,193.58
300,0.29,1.33,1.25,14.77
301,15.34,10.67,53.08,192.15
302,0.23,1.43,0.88,13.25
303,0.15,0.16,0.93,8.26
304,0.15,1.15,1.16,11.73
305,2.11,36.48,33.85,240.41
306,0.38,1.65,1.18,15.57
307,4.85,61.0,59.33,212.49
308,0.21,1.77,0.99,13.87
309,6.29,2.0,20.3,112.62
310,0.12,0.93,0.8,12.44
311,0.27,0.3,3.34,10.73
312,0.23,2.2,1.04,11.77
313,0.19,0.15,1.47,13.08
314,0.24,1.79,1.39,11.18
315,0.22,0.19,1.1,12.0
316,5.56,19.68,8.11,83.46
317,0.2,0.28,1.2,14.26
318,0.21,1.52,1.72,13.79
319,0.16,0.18,0.72,7.37
320,0.18,2.15,0.6,12.41
321,0.17,0.16,0.51,8.92
322,0.24,2.14,0.84,14.37
323,0.14,0.18,1.19,9.41
324,0.27,2.97,1.76,14.04
325,0.12,0.14,0.53,9.9
326,0.15,0.99,0.68,9.27
327,0.15,0.2,0.8,8.48
328,0.24,2.96,1.04,13.83
329,0.13,0.13,1.05,9.93
330,0.18,1.73,1.97,14.48
331,0.11,0.14,1.21,9.21
332,0.2,2.7,2.27,15.3
333,0.22,0.18,1.21,10.68
334,0.16,1.83,1.26,11.36
335,0.15,0.18,1.18,8.03
336,0.22,1.9,1.39,12.3
337,0.13,0.15,0.89,9.92
338,0.11,0.93,0.85,9.56
339,0.21,0.26,1.79,10.25
340,0.25,2.85,2.36,14.86
341,0.14,0.17,0.93,9.2
342,0.12,1.02,1.09,12.54
343,0.16,0.2,1.68,8.89
344,1.73,37.73,25.43,135.42
345,0.28,0.14,1.08,12.29
346,0.13,0.89,0.96,9.46
347,0.59,74.9,47.48,217.33
348,0.24,1.55,1.05,10.85
349,0.14,0.15,1.27,11.72
350,0.32,2.05,2.04,14.71
351,0.11,0.14,1.15,8.98
352,0.24,1.39,1.6,13.55
353,0.14,0.15,0.98,8.95
354,0.25,2.17,2.44,14.35
355,0.15,0.19,1.21,8.12
356,5.26,64.52,14.51,181.51
357,0.26,0.19,3.69,17.92
358,0.13,1.11,1.71,11.45
359,0.14,0.15,1.46,13.01
360,0.23,2.47,2.84,15.1
361,0.19,0.18,1.29,11.63
362,0.17,0.99,1.74,12.63
363,11.03,1.08,21.28,203.41
364,0.88,1.94,1.9,18.34
365,0.15,0.16,2.64,10.0
366,0.23,1.48,2.11,14.61
367,0.13,0.18,1.33,10.08
368,0.35,3.37,2.04,15.45
369,0.15,0.17,1.0,9.35
370,0.13,1.07,0.94,11.67
371,0.18,0.21,2.01,11.83
372,0.15,1.39,1.37,13.49
373,7.79,0.23,13.42,66.15
374,0.11,1.01,1.51,12.71
375,0.14,0.15,1.17,9.73
376,0.12,1.42,1.55,13.92
377,0.14,0.15,1.12,9.9
378,0.19,1.47,1.62,13.11
379,0.15,0.26,1.1,10.3
380,7.54,28.81,24.8,173.92
381,0.24,0.12,1.32,13.43
382,0.16,0.66,0.97,12.18
383,0.23,0.18,2.35,11.18
384,7.4,19.32,20.18,123.27
385,0.14,0.16,1.17,15.34
386,0.21,1.92,1.83,13.88
387,6.45,46.1,46.55,191.43
388,0.39,1.65,1.2,14.67
389,2.19,63.99,14.1,156.83
390,0.15,1.92,1.7,16.13
391,7.11,18.32,15.72,126.68
392,0.23,1.59,1.07,14.06
393,0.14,0.16,0.92,9.79
394,0.16,1.38,1.5,12.25
395,5.43,44.02,80.44,247.31
396,0.24,1.53,1.07,16.43
397,2.51,1.18,6.55,196.0
398,0.2,1.98,2.77,17.45
399,13.69,98.78,48.21,247.6
400,0.24,1.17,1.16,14.44
401,1.29,29.76,23.46,140.31
402,0.37,1.63,1.14,16.11
403,15.94,0.14,68.99,196.55
404,0.36,1.31,1.51,24.55
405,0.2,0.24,1.27,10.21
406,23.66,25.43,15.27,148.06
407,0.22,0.09,1.57,17.56
408,8.95,31.62,15.58,169.28
409,0.18,0.13,2.31,15.5
410,0.19,1.26,0.61,11.32
411,3.36,10.99,3.12,107.0
412,7.09,10.35,9.61,91.78
413,0.21,0.21,1.46,10.73
414,0.16,1.43,1.05,11.79
415,0.15,0.16,1.08,9.12
416,0.23,1.81,1.87,15.32
417,16.88,75.28,36.97,196.81
418,0.54,2.43,2.48,23.19
419,0.13,0.15,0.84,9.59
420,0.31,15.01,24.34,146.71
421,0.17,0.12,1.59,19.18
422,0.37,2.12,1.72,13.96
423,0.13,0.17,0.69,7.22
424,0.25,3.07,1.73,15.12
425,0.2,0.15,0.99,8.45
426,0.56,50.41,21.82,144.04
427,0.21,0.31,1.63,12.46
428,55.06,17.93,13.73,193.12
429,0.64,0.18,2.46,16.42
430,8.45,16.32,10.01,132.06
431,0.29,0.21,1.16,12.58
432,0.14,1.29,0.9,9.73
433,2.14,4.1,3.59,138.6
434,0.19,1.03,0.42,12.87
435,0.22,0.27,0.48,9.14
436,22.43,43.86,3.84,153.78
437,0.25,0.11,0.64,12.55
438,0.14,0.51,0.64,6.86
439,0.21,0.15,1.38,9.35
440,0.22,2.54,1.08,12.87
441,0.12,0.13,0.53,7.51
442,0.18,62.51,14.75,133.91
443,0.59,0.1,0.56,9.32
444,0.15,1.37,0.75,12.16
