frame_id,rtsp_capture_ms,yolo_inference_ms,fusion_geometry_ms,total_pipeline_ms
100,0.08,0.79,28.13,40.95
101,0.08,0.24,25.01,36.06
102,0.08,0.78,25.1,36.94
103,0.07,0.2,17.12,27.77
104,0.08,0.74,22.12,37.35
105,0.07,0.21,20.72,30.09
106,0.07,0.82,30.47,40.86
107,0.07,0.2,23.65,33.64
108,0.07,0.67,22.42,37.34
109,0.13,0.37,26.73,38.11
110,0.07,0.66,26.13,36.21
111,0.12,0.36,27.77,41.25
112,0.08,0.68,35.22,50.24
113,0.31,0.25,21.24,32.47
114,0.09,0.88,38.93,53.75
115,0.1,0.34,31.76,48.58
116,0.1,0.89,24.26,41.64
117,0.08,0.23,24.35,36.5
118,0.07,0.7,28.96,42.88
119,0.07,0.21,23.38,34.48
120,0.07,0.71,29.82,41.92
121,0.08,0.2,21.51,31.02
122,0.07,0.76,32.4,47.89
123,0.09,0.27,22.42,35.7
124,0.09,0.87,33.6,48.81
125,0.07,0.2,25.99,40.37
126,0.1,1.3,31.0,42.34
127,0.11,0.37,29.06,44.46
128,0.11,1.11,33.53,46.11
129,0.07,0.2,24.55,35.59
130,0.26,0.73,32.85,46.26
131,0.09,0.32,32.51,42.66
132,0.24,0.72,38.41,51.84
133,0.08,0.22,30.45,41.74
134,0.07,0.72,467.6,480.46
135,0.58,1.1,43.37,67.77
136,0.07,1.1,35.9,53.73
137,0.1,0.2,22.91,36.0
138,0.07,0.69,31.13,41.7
139,0.17,0.41,25.67,37.93
140,0.07,0.74,32.45,46.15
141,0.08,0.25,23.05,31.93
142,0.07,0.67,32.85,43.77
143,0.07,0.2,28.08,41.31
144,0.09,0.84,31.99,48.76
145,0.08,0.22,22.71,35.03
146,0.1,0.78,30.81,44.73
147,0.07,0.22,24.34,37.12
148,0.1,0.99,40.11,55.69
149,0.07,0.22,30.02,42.73
150,0.08,1.52,38.11,50.52
151,0.1,0.42,53.97,68.03
152,0.15,0.98,43.55,59.94
153,0.08,0.22,34.69,48.98
154,0.09,0.94,39.32,55.04
155,0.08,0.22,33.49,43.96
156,0.12,0.99,46.01,61.21
157,0.09,0.39,45.3,59.12
158,0.09,0.77,45.05,60.86
159,0.09,0.43,42.68,57.25
160,0.08,0.64,42.45,57.96
161,0.08,0.23,30.89,47.48
162,0.08,0.63,42.43,59.13
163,0.09,0.42,38.51,55.46
164,0.07,0.69,45.44,60.54
165,0.07,0.22,33.29,318.86
166,0.14,1.44,50.29,70.88
167,0.07,0.24,45.18,60.56
168,0.12,0.62,47.39,66.68
169,0.09,0.34,26.19,38.95
170,0.1,0.83,33.95,47.05
171,0.07,0.21,27.67,39.81
172,0.07,0.66,37.16,46.9
173,0.08,0.23,28.58,40.72
174,0.08,0.81,32.99,47.15
175,0.07,0.23,36.58,52.84
176,0.07,0.88,42.36,56.28
177,0.08,0.26,32.85,45.61
178,0.07,0.69,37.1,47.66
179,0.16,0.59,30.24,43.52
180,0.07,0.68,34.43,46.43
181,0.35,0.38,36.25,51.7
182,0.07,0.73,40.38,57.31
183,0.14,0.27,28.87,45.06
184,0.1,0.88,38.61,55.81
185,0.08,0.22,29.16,43.57
186,0.07,0.65,34.44,49.69
187,0.1,0.35,28.43,40.89
188,0.07,0.81,33.71,45.97
189,0.07,0.23,26.75,39.58
190,0.08,0.64,33.26,48.69
191,0.09,0.25,36.75,53.0
192,0.07,0.77,44.8,62.5
193,0.08,0.22,25.97,39.68
194,0.11,1.35,38.62,50.03
195,0.07,0.22,25.42,36.38
196,0.12,0.87,30.54,45.8
197,0.11,0.4,29.63,43.26
198,0.11,1.2,30.59,41.33
199,0.08,0.21,24.59,37.41
200,0.12,1.14,32.22,46.18
201,0.07,0.22,21.39,33.22
202,0.1,1.08,27.56,43.26
203,0.07,0.22,23.23,34.4
204,0.08,0.73,33.79,43.81
205,0.08,0.22,26.18,38.74
206,0.07,0.83,35.24,50.55
207,0.07,0.23,33.1,49.01
208,0.1,0.87,43.67,58.46
209,0.08,0.25,32.75,46.04
210,0.08,0.69,39.92,53.43
211,0.07,0.3,26.6,33.24
212,0.1,0.83,37.25,56.07
213,0.12,0.28,27.48,38.8
214,0.08,0.81,36.81,50.37
215,0.3,0.24,25.22,38.51
216,0.09,0.93,36.04,56.14
217,0.09,0.29,34.72,50.89
218,0.09,0.92,42.42,60.39
219,0.08,0.25,38.83,53.32
220,0.08,0.74,43.93,60.92
221,0.08,0.25,38.58,54.69
222,0.08,0.72,66.45,97.03
223,0.09,2.22,36.39,55.08
224,0.08,0.57,47.1,63.96
225,0.08,0.31,29.58,41.77
226,0.08,0.96,39.98,53.75
227,0.07,0.23,36.4,49.79
228,0.13,1.13,50.14,68.43
229,0.08,0.26,39.35,64.98
230,0.19,0.95,43.02,58.17
231,0.08,0.24,33.05,50.11
232,0.12,1.02,43.48,64.22
233,0.08,0.21,25.42,36.14
234,0.15,0.7,34.72,45.37
235,0.07,0.22,26.96,37.51
236,0.12,0.86,43.32,60.24
237,0.08,0.22,30.15,43.75
238,0.08,0.61,37.57,52.68
239,0.07,0.23,37.97,50.04
240,0.08,0.73,41.37,55.84
241,0.23,0.39,31.88,46.89
242,0.07,0.7,31.42,41.78
243,0.08,0.23,30.74,39.99
244,0.1,0.89,35.82,49.38
245,0.12,0.27,32.03,46.44
246,0.07,0.8,46.21,68.03
247,0.09,0.49,43.99,58.73
248,0.11,0.72,50.66,71.73
249,0.09,0.32,32.29,50.24
250,0.07,0.7,37.7,54.11
251,0.11,0.25,43.63,63.96
252,0.1,0.86,50.95,67.18
253,0.08,0.24,35.9,54.08
254,0.08,0.67,44.1,57.82
255,0.08,0.24,32.81,48.97
256,0.11,0.66,48.24,62.67
257,0.08,0.27,37.35,48.91
258,0.08,0.71,46.39,62.72
259,0.08,0.25,40.14,51.26
260,0.11,0.93,49.27,65.7
261,0.11,0.37,42.43,62.64
262,0.1,1.12,54.26,70.99
263,0.08,0.25,38.24,48.05
264,0.09,0.79,55.66,78.69
265,0.1,0.26,34.07,46.42
266,0.11,0.77,41.59,58.54
267,0.07,0.24,37.41,51.61
268,0.11,1.01,50.07,72.83
269,0.07,0.24,37.89,58.1
270,0.11,0.6,50.46,69.32
271,0.2,0.28,37.15,53.53
272,0.1,1.02,42.49,58.58
273,0.07,0.24,35.26,50.42
274,0.07,0.76,48.36,65.48
275,0.08,0.25,36.4,56.31
276,0.14,0.89,53.06,69.94
277,0.08,0.25,39.5,58.45
278,0.08,0.62,50.59,67.71
279,0.07,0.27,50.33,70.67
280,0.06,0.58,53.0,70.61
281,0.12,0.37,45.5,68.89
282,0.09,0.71,62.6,78.85
283,0.1,0.31,32.44,48.15
284,0.1,0.94,49.35,65.11
285,0.12,0.39,36.43,50.22
286,0.07,0.68,42.62,56.36
287,0.24,0.23,29.44,38.85
288,0.09,0.65,37.0,50.2
289,0.08,0.23,27.92,40.98
290,0.07,0.71,34.53,47.79
291,0.07,0.22,25.65,36.93
292,0.1,0.88,46.02,61.83
293,0.08,0.22,26.75,40.04
294,0.07,0.69,38.92,59.43
295,0.13,0.41,43.94,68.11
296,0.09,0.81,39.27,54.81
297,0.07,0.22,24.71,39.09
298,0.09,0.77,27.65,42.56
299,0.07,0.2,24.21,36.28
300,0.12,0.95,27.48,43.08
301,0.1,0.2,21.41,34.32
302,0.18,0.76,33.61,45.61
303,0.07,0.21,30.96,45.55
304,0.09,0.77,32.5,47.39
305,0.07,0.2,24.22,36.82
306,0.08,0.74,28.63,41.63
307,0.07,0.21,26.01,35.6
308,0.07,0.63,29.19,47.31
309,0.07,0.21,29.08,43.25
310,0.1,1.08,27.74,43.77
311,0.09,0.11,38.55,60.12
312,0.07,0.42,34.29,51.66
313,0.07,0.07,25.99,38.62
314,0.07,0.62,33.91,46.62
315,0.07,0.21,18.98,26.87
316,0.07,0.9,21.8,36.02
317,0.18,0.38,32.02,52.03
318,0.07,0.63,32.84,47.88
319,0.12,0.4,23.83,36.11
320,0.1,0.89,34.33,46.59
321,0.08,0.24,25.93,37.96
322,0.1,0.63,26.43,38.39
323,0.08,0.19,10.45,19.76
324,0.08,0.79,13.71,25.83
325,0.1,0.2,17.05,26.41
326,0.07,0.87,19.81,30.65
327,0.12,0.17,11.02,20.66
328,0.07,0.9,19.53,32.61
329,0.07,0.17,7.01,15.76
330,0.08,0.66,15.18,28.52
331,0.07,0.16,7.9,17.47
332,0.07,0.69,13.52,23.56
333,0.08,0.17,14.94,27.17
334,0.08,0.98,20.97,31.8
335,0.1,0.28,16.73,25.67
336,0.05,0.84,21.09,29.77
337,0.07,0.17,10.03,17.68
338,0.13,0.7,10.76,21.93
339,0.07,0.18,13.57,23.44
340,0.07,0.81,17.33,26.69
341,0.08,0.19,9.14,19.05
342,0.12,0.83,8.93,18.46
343,0.07,0.16,8.44,15.8
344,0.13,0.85,10.09,22.82
345,0.08,0.24,16.38,26.43
346,0.07,0.83,17.98,29.05
347,0.08,0.21,15.44,27.86
348,0.15,0.81,25.9,39.3
349,0.09,0.24,24.07,39.79
350,0.1,1.29,21.71,38.05
351,0.12,0.4,31.2,47.81
352,0.09,1.03,40.51,58.74
353,0.11,0.3,42.42,66.49
354,0.15,1.7,55.0,83.38
355,1.61,0.2,66.07,103.16
356,1.02,13.79,75.97,129.9
357,0.41,2.31,69.13,154.2
358,1.84,6.72,106.47,185.28
359,0.58,0.4,119.6,189.08
360,0.18,5.3,79.77,146.26
361,1.0,5.86,88.88,269.24
362,1.55,30.04,86.2,228.81
363,0.54,0.36,93.12,204.14
364,0.75,16.28,139.35,227.74
365,0.18,0.39,161.43,300.0
366,0.81,32.13,249.82,416.8
367,2.43,12.02,194.93,409.55
368,4.55,11.97,169.33,346.33
369,0.37,9.07,317.99,512.42
370,1.97,48.64,402.79,798.88
371,0.52,1.65,842.9,1117.17
372,0.44,78.2,344.84,590.17
373,0.49,0.53,234.94,500.57
374,0.55,97.69,306.07,606.86
375,20.74,0.55,360.12,638.71
376,1.45,85.93,408.07,796.64
377,7.1,0.5,1359.12,1743.28
378,0.75,39.64,713.44,1064.69
379,19.62,1.61,1176.38,1414.73
380,0.63,19.91,561.1,951.5
381,0.51,20.36,580.61,965.47
