frame_id,rtsp_capture_ms,yolo_inference_ms,fusion_geometry_ms,total_pipeline_ms
75,0.11,0.43,48.34,66.01
76,0.09,0.55,29.19,37.45
77,0.1,0.37,46.99,57.96
78,0.09,1.0,64.13,76.09
79,0.07,0.4,23.84,31.62
80,0.08,0.87,66.93,85.9
81,0.07,0.24,33.86,44.99
82,0.14,1.43,57.0,70.47
83,0.08,0.25,36.91,49.58
84,0.1,0.84,35.17,47.2
85,0.1,0.37,53.06,74.87
86,0.1,0.97,34.87,45.41
87,0.12,0.45,48.06,64.43
88,0.12,1.22,47.73,58.19
89,0.11,0.4,145.83,169.54
90,0.39,16.55,130.2,188.02
91,0.18,3.48,120.04,165.4
92,1.35,8.23,152.25,197.17
93,0.18,5.49,131.71,187.5
94,0.58,5.68,137.13,194.34
95,0.53,3.78,123.87,179.89
96,0.4,3.55,140.53,182.61
97,0.18,2.07,135.43,193.33
98,2.26,6.41,144.59,199.53
99,0.23,4.76,120.84,179.15
100,1.17,4.13,135.76,182.77
101,1.84,3.45,122.95,171.71
102,0.45,7.8,129.31,173.78
103,0.14,4.66,122.23,175.89
104,0.7,5.96,131.93,181.36
105,1.08,1.01,117.79,169.52
106,0.21,7.16,164.18,216.27
107,1.38,7.74,151.87,210.35
108,1.16,4.96,137.9,195.16
109,0.31,5.28,121.69,181.49
110,1.1,4.64,133.14,179.56
111,0.14,2.3,121.46,164.48
112,0.3,6.47,112.83,160.92
113,1.25,3.17,124.39,176.54
114,0.15,4.71,142.66,195.97
115,0.13,3.71,117.98,175.48
116,1.15,8.65,126.45,186.72
117,0.13,4.16,107.28,155.47
118,0.15,6.85,94.89,140.11
119,0.32,3.23,99.63,144.7
120,1.14,2.45,115.72,161.04
121,1.54,1.62,128.14,180.42
122,0.14,7.65,121.23,174.34
123,0.72,4.08,97.83,121.72
124,0.56,3.38,97.09,139.2
125,0.16,3.72,107.2,143.78
126,0.9,2.66,112.6,153.95
127,0.18,5.34,122.27,170.96
128,0.59,5.37,115.07,161.78
129,1.4,2.49,97.17,146.49
130,0.23,7.98,113.58,162.1
131,0.12,3.85,121.9,169.5
132,1.31,5.83,124.34,177.66
133,1.13,2.78,147.93,202.81
134,0.51,5.96,130.9,174.93
135,1.04,2.4,119.79,160.73
136,0.91,6.31,128.47,176.66
137,0.4,4.17,112.69,166.35
138,0.33,4.89,129.08,178.5
139,0.62,2.09,122.04,163.0
140,0.13,6.91,164.13,210.65
141,1.3,2.96,107.76,159.3
142,0.57,5.22,134.11,177.26
143,0.29,3.36,119.48,164.51
144,1.07,5.56,132.69,178.03
145,1.21,2.99,109.56,166.17
146,1.01,2.75,122.04,167.29
147,0.15,3.97,125.02,171.46
148,0.15,9.7,123.08,164.94
149,0.67,3.85,164.09,218.06
150,0.26,4.99,127.17,176.57
151,1.44,4.01,121.74,177.14
152,0.19,6.89,131.12,185.99
153,0.35,3.99,117.27,168.87
154,1.18,4.61,112.73,154.72
155,0.09,3.42,97.82,126.8
156,1.45,5.48,115.86,172.26
157,0.66,3.66,130.65,192.59
158,1.68,4.59,155.0,205.01
159,0.99,2.13,114.52,161.46
160,0.3,3.99,114.36,165.44
161,1.19,3.01,118.9,180.92
162,0.29,4.83,134.17,185.03
163,1.61,4.86,90.17,142.18
164,1.23,9.02,107.97,151.64
165,1.42,6.8,96.8,136.74
166,0.58,5.36,101.68,145.76
167,0.12,4.95,101.65,154.65
168,0.65,6.74,127.65,183.17
169,1.15,2.83,307.59,339.4
170,0.15,1.69,66.88,117.5
171,1.22,1.13,80.08,126.8
172,0.16,7.82,97.07,139.79
173,0.28,3.6,97.72,135.97
174,0.27,3.26,107.0,145.81
175,1.51,1.6,101.75,144.3
176,0.61,4.25,111.27,156.11
177,0.14,3.28,89.76,128.15
178,0.53,7.92,100.55,145.96
179,0.32,4.39,95.7,143.11
180,0.15,3.58,122.11,166.64
181,1.41,4.36,99.59,156.24
182,0.61,4.37,122.87,158.9
183,0.17,8.16,88.17,133.78
184,0.22,2.17,88.25,118.46
185,1.8,0.13,51.46,101.68
186,0.46,12.39,90.56,134.1
187,0.31,3.06,89.5,118.59
188,1.4,2.63,102.97,136.95
189,1.15,2.43,95.74,130.1
190,0.44,7.21,116.79,170.55
191,0.16,0.62,103.81,144.93
192,0.16,3.67,117.37,170.99
193,0.3,6.91,90.5,147.01
194,0.62,5.43,88.29,123.22
195,0.17,0.25,76.11,114.31
196,0.31,5.45,85.63,125.11
197,1.61,1.04,83.71,127.3
198,0.33,8.12,89.6,133.34
199,0.34,0.65,88.4,121.58
200,0.72,4.63,76.5,112.41
201,0.21,3.05,80.35,115.22
202,1.9,6.66,81.32,119.59
203,0.17,1.67,72.73,107.16
204,1.16,2.72,83.5,116.18
205,2.57,0.2,75.61,116.39
206,0.7,4.51,88.59,123.37
207,0.2,2.17,78.82,118.23
208,0.18,6.32,81.66,123.06
209,0.15,0.21,79.46,111.83
210,0.37,7.83,76.97,112.71
211,0.26,2.43,61.4,98.2
212,0.59,5.81,85.93,125.28
213,0.16,1.94,85.19,131.61
214,0.29,5.9,86.15,127.42
215,1.5,2.33,91.19,128.64
216,0.16,4.06,92.73,137.26
217,0.56,0.32,105.85,153.83
218,0.14,4.28,110.6,150.94
219,0.41,0.62,103.34,149.11
220,0.75,4.27,116.03,155.36
221,0.17,1.82,99.71,151.59
222,0.44,5.02,112.33,158.62
223,0.24,4.4,91.28,139.92
224,0.48,3.93,96.01,138.08
225,0.14,1.77,96.05,132.22
226,1.23,5.29,93.77,136.61
227,0.73,0.19,104.43,136.85
228,0.12,5.33,106.51,141.5
229,1.1,2.21,79.89,129.28
230,0.64,2.46,104.46,153.77
231,1.28,0.55,105.11,145.75
232,0.17,4.65,102.37,143.91
233,1.35,1.92,74.81,118.34
234,0.19,5.16,88.31,130.58
235,1.2,1.21,81.87,115.23
236,0.33,3.36,95.54,131.55
237,0.27,1.58,98.43,127.24
238,0.43,2.59,77.81,104.0
239,0.96,1.94,80.06,107.91
240,0.19,2.37,111.57,156.93
241,0.26,1.21,123.05,175.45
242,0.65,4.85,120.59,162.63
243,1.3,2.68,101.92,159.43
244,0.33,4.23,117.67,160.01
245,0.16,4.1,112.23,157.92
246,1.0,5.08,133.34,178.4
247,0.2,9.31,158.5,221.8
248,1.35,6.06,110.69,164.53
249,0.2,3.35,129.98,174.73
250,1.12,5.62,140.43,189.83
251,0.69,7.13,139.24,204.86
252,1.92,3.51,136.51,182.03
253,0.25,6.52,135.61,202.78
254,0.17,4.09,145.1,184.6
255,0.24,3.05,128.64,170.25
256,0.18,2.99,176.73,358.98
257,0.8,0.5,104.5,146.6
258,0.69,5.71,125.59,180.42
259,0.14,1.58,110.36,157.97
260,0.74,5.22,92.53,133.88
261,0.15,0.15,96.32,134.58
262,0.68,6.03,117.76,172.88
263,0.15,0.26,113.93,156.89
264,2.23,6.26,113.44,148.12
265,0.64,2.01,84.39,133.84
266,0.13,4.53,99.95,124.2
267,0.95,0.37,92.92,128.68
268,0.51,4.47,120.53,157.05
269,0.15,2.02,125.52,162.93
270,0.14,3.54,101.98,150.77
271,0.17,2.88,93.83,136.96
272,0.59,3.91,105.19,145.2
273,0.88,1.71,90.41,129.07
274,0.2,7.39,92.31,139.95
275,0.33,1.36,89.89,137.85
276,0.16,3.28,111.3,158.11
277,1.36,0.2,108.94,159.22
278,0.27,10.12,102.39,148.37
279,0.25,0.63,88.1,116.36
280,1.4,5.36,98.58,157.82
281,1.23,2.55,93.61,139.46
282,0.17,4.34,101.73,140.11
283,0.17,5.23,105.67,152.5
284,0.74,4.74,117.25,168.57
285,0.16,6.72,117.08,160.69
286,0.59,3.42,114.63,163.83
287,0.61,4.48,94.21,126.81
288,1.67,5.09,72.37,109.97
289,0.75,0.75,98.05,141.49
290,0.59,4.1,111.67,154.2
291,1.05,0.21,128.85,168.67
292,0.18,7.74,145.91,201.85
293,0.25,3.69,109.68,159.68
294,0.59,6.72,125.97,186.47
295,1.12,1.37,116.05,160.43
296,0.2,7.75,107.88,152.84
297,0.64,2.47,111.12,154.38
298,2.43,5.22,102.87,150.5
299,0.15,2.7,119.89,164.66
300,0.23,6.02,110.48,157.42
301,0.62,0.55,99.06,153.31
302,0.96,7.01,92.27,138.52
303,1.73,3.82,89.29,125.89
304,0.33,5.42,105.22,151.35
305,0.31,2.74,112.39,160.95
306,1.54,2.74,146.69,198.97
307,0.17,0.79,110.23,156.7
308,0.61,8.09,122.04,199.21
309,0.15,4.22,106.2,152.23
310,0.16,7.32,120.62,166.71
311,0.29,2.85,126.34,180.42
312,0.62,4.92,162.54,211.57
313,1.35,4.59,112.81,174.62
314,0.95,7.59,130.24,182.27
315,0.15,1.49,111.06,161.87
316,0.17,10.32,124.34,182.18
317,0.53,3.73,123.26,172.97
318,0.29,6.5,113.75,166.3
319,1.95,5.01,115.79,161.0
320,0.6,10.14,125.79,186.43
321,0.19,1.25,130.83,202.32
322,0.69,9.07,107.64,157.98
323,0.7,3.11,110.53,167.09
324,1.33,4.24,105.46,147.07
325,0.36,4.61,127.83,187.32
326,0.33,8.73,133.48,189.34
327,0.17,8.09,109.06,165.99
328,2.01,5.41,122.81,171.88
329,0.15,4.27,127.64,170.19
330,0.29,5.85,142.62,185.59
331,0.99,3.37,119.1,174.31
332,0.12,4.91,127.14,181.97
333,0.43,3.94,117.58,163.37
334,0.32,7.93,126.6,206.95
335,1.18,4.12,105.82,151.38
336,1.03,3.66,149.35,191.31
337,1.25,3.22,112.58,161.62
338,1.15,4.05,136.63,187.83
339,0.64,3.95,115.99,156.12
340,0.2,3.6,114.55,159.69
341,0.46,2.13,106.1,135.19
342,0.38,2.97,74.1,123.45
343,0.18,5.9,108.62,154.46
344,1.23,4.44,113.04,168.45
345,1.29,1.05,124.85,184.98
346,2.15,8.69,121.25,170.01
347,0.59,2.56,103.94,144.12
348,1.77,7.81,119.69,169.24
349,0.6,3.26,109.12,157.43
350,1.14,5.15,102.99,144.71
351,0.92,2.48,133.12,181.59
352,0.2,3.54,98.08,150.15
353,1.29,2.73,109.95,159.19
354,0.31,9.74,127.83,177.96
355,0.19,3.5,113.13,156.15
356,0.23,5.48,125.67,169.95
357,1.73,5.38,104.66,161.62
358,1.71,3.03,144.11,202.53
359,2.75,2.5,130.25,182.85
360,0.12,3.22,124.61,170.1
361,0.38,2.39,112.18,160.41
362,1.32,4.36,150.57,195.32
363,0.59,0.78,125.07,169.71
364,1.72,5.25,129.88,178.36
365,0.71,5.15,124.25,179.54
366,1.16,3.13,149.55,199.86
367,1.37,2.22,117.05,165.85
368,0.14,4.76,126.01,176.0
369,0.17,2.49,111.09,161.03
370,1.31,5.15,111.85,163.37
371,0.65,1.78,103.88,148.12
372,0.17,7.34,120.56,171.18
373,1.01,3.62,125.63,178.93
374,0.21,4.51,122.25,190.27
375,0.32,4.73,125.13,182.03
376,1.23,7.59,127.47,180.87
377,0.53,0.62,105.47,152.54
378,0.59,4.67,116.05,159.09
379,0.64,1.03,116.78,162.23
380,0.31,5.46,133.1,194.03
381,0.15,2.3,125.75,177.8
382,0.28,5.24,128.07,169.35
383,0.6,5.41,118.88,165.75
384,0.35,7.13,140.06,187.15
