frame_id,rtsp_capture_ms,yolo_inference_ms,fusion_geometry_ms,total_pipeline_ms
94,0.97,2.95,51.08,127.66
95,0.99,2.54,59.5,393.62
96,1.1,4.94,57.62,127.89
97,2.48,2.0,83.12,160.14
98,0.62,3.96,58.81,101.89
99,4.48,3.4,681.96,1438.52
100,0.8,3.62,67.71,146.91
101,0.58,1.0,70.44,257.2
102,0.79,2.35,58.93,109.14
103,0.25,0.83,44.91,108.01
104,0.44,2.32,37.61,79.52
105,35.68,36.03,670.43,1506.76
106,0.52,9.28,67.11,154.12
107,1.04,2.96,71.67,468.65
108,0.77,7.0,58.93,454.98
109,0.84,1.91,45.85,105.69
110,2.67,61.72,493.93,1362.77
111,0.23,0.6,43.18,113.08
112,0.2,1.93,47.89,100.8
113,0.14,0.3,31.4,60.84
114,0.43,69.78,633.57,1596.22
115,0.35,0.51,52.17,129.38
116,0.23,7.34,53.3,736.83
117,0.99,4.68,54.36,727.6
118,0.22,9.41,63.15,167.7
119,0.32,0.4,306.45,1385.77
120,0.27,1.46,71.24,178.27
121,0.98,1.8,54.23,119.17
122,0.21,2.62,60.56,100.87
123,0.46,0.37,29.65,59.11
124,0.44,1.74,39.31,78.9
125,28.12,54.93,566.53,1498.35
126,0.38,3.84,60.41,141.96
127,0.88,3.54,78.28,144.12
128,0.16,1.15,46.67,104.32
129,1.1,2.32,388.88,1353.42
130,0.39,5.85,101.31,196.51
131,0.56,5.21,67.99,566.12
132,0.15,5.62,61.18,139.94
133,0.4,1.41,67.61,146.39
134,0.53,12.08,74.14,145.7
135,0.37,2.67,97.85,745.44
136,1.61,7.91,83.84,188.66
137,1.4,3.09,65.4,137.18
138,0.73,3.32,99.3,191.65
139,1.64,1.78,237.1,794.44
140,1.18,5.73,70.56,201.56
141,1.27,4.19,53.57,96.46
142,0.23,2.07,45.25,76.2
143,0.2,0.66,33.81,64.85
144,46.86,40.82,515.97,1453.42
145,2.99,0.41,48.41,136.47
146,0.3,8.47,51.55,625.37
147,0.25,2.2,51.77,479.23
148,0.6,18.13,52.5,133.07
149,1.44,7.56,104.86,1028.0
150,0.38,3.07,65.65,140.43
151,0.96,0.46,52.43,93.66
152,6.24,66.83,330.57,1099.12
153,0.22,1.44,46.64,257.54
154,0.45,4.38,59.83,111.57
155,5.34,3.0,59.89,487.45
156,0.86,7.01,50.92,114.06
157,0.93,10.32,47.56,737.78
158,0.28,8.01,55.52,127.56
159,1.21,2.75,177.92,736.84
160,0.58,8.33,56.04,132.94
161,0.53,1.63,47.77,85.89
162,0.22,1.24,38.48,100.31
163,0.58,0.93,65.96,112.92
164,1.11,1.03,106.88,804.32
165,1.21,1.76,54.62,121.12
166,2.08,5.82,55.74,96.29
167,0.33,1.07,32.99,71.24
168,0.14,1.35,38.26,82.66
169,15.28,71.13,537.99,1442.45
170,1.22,3.99,59.28,125.92
171,0.26,3.51,63.91,117.37
172,0.32,2.87,60.33,746.92
173,2.88,0.61,58.56,153.89
174,0.19,8.05,69.72,119.37
175,0.84,4.67,295.05,1167.27
176,1.01,10.53,55.45,135.4
177,3.37,1.53,47.46,595.18
178,0.62,10.82,62.65,161.14
179,0.27,0.48,60.88,137.59
180,0.72,1.4,196.74,925.08
181,0.61,4.07,48.37,110.36
182,0.2,2.21,112.42,813.13
183,0.52,2.07,57.09,138.16
184,1.4,15.01,69.72,142.81
185,0.56,18.81,63.91,199.4
186,1.81,20.44,82.44,195.86
