frame_id,rtsp_capture_ms,yolo_inference_ms,fusion_geometry_ms,total_pipeline_ms
227,0.1,0.28,25.75,43.52
228,0.09,0.73,28.06,40.98
229,0.13,0.32,31.35,46.4
230,0.08,0.75,34.37,48.36
231,0.1,0.22,24.83,33.33
232,0.12,1.0,31.53,46.82
233,0.13,0.87,43.72,61.96
234,0.1,0.67,46.04,62.67
235,0.38,0.33,29.31,44.19
236,0.13,5.04,47.5,75.21
237,0.13,0.5,60.93,85.91
238,0.1,0.68,44.76,61.47
239,0.24,0.27,27.68,46.98
240,0.14,0.63,38.8,55.09
241,0.1,0.22,27.51,41.76
242,0.09,0.71,34.74,48.94
243,0.09,0.23,27.19,40.08
244,0.08,0.67,33.53,47.51
245,0.1,0.24,29.41,41.31
246,0.12,0.93,26.57,41.96
247,0.1,0.24,34.06,49.96
248,0.09,1.12,46.93,61.02
249,0.09,0.24,36.46,51.45
250,0.11,0.81,55.35,70.14
251,0.1,0.25,36.42,49.82
252,0.14,1.18,38.94,52.04
253,0.08,0.23,30.7,42.9
254,0.3,0.81,40.58,59.9
255,0.11,0.37,28.67,41.18
256,0.18,0.88,31.6,43.92
257,0.1,0.36,38.94,56.3
258,0.1,0.8,42.44,59.8
259,0.12,0.26,28.66,42.18
260,0.1,0.68,31.54,47.74
261,0.1,0.25,29.36,40.83
262,0.09,0.74,35.37,50.37
263,0.07,0.24,38.12,60.44
264,0.08,0.68,34.19,50.53
265,0.12,0.35,32.29,50.11
266,0.09,0.73,40.16,56.27
267,0.11,0.38,34.53,49.29
268,0.1,0.89,46.75,64.62
269,0.35,0.56,36.89,50.22
270,0.08,0.71,36.35,55.31
271,0.14,0.84,30.63,44.86
272,0.08,0.62,45.59,63.27
273,0.4,0.49,30.41,45.09
274,0.1,0.72,36.55,55.11
275,0.22,0.58,32.13,46.28
276,0.08,0.73,39.64,59.61
277,0.27,0.4,40.52,61.36
278,0.1,0.86,50.28,68.29
279,0.09,0.25,27.75,41.34
280,0.09,0.72,45.64,61.65
281,0.1,0.25,33.53,50.65
282,0.11,0.8,51.0,70.01
283,0.09,0.25,35.25,49.35
284,0.08,0.63,44.7,61.29
285,0.14,0.59,35.41,50.56
286,0.12,0.9,40.54,60.22
287,0.13,0.42,38.02,57.29
288,0.09,1.39,57.6,75.78
289,0.14,0.36,42.28,62.96
290,0.12,0.73,41.63,58.19
291,0.11,0.39,81.38,105.68
292,0.14,1.18,41.5,60.08
293,0.1,0.44,31.14,43.43
294,0.1,0.8,34.55,51.52
295,0.08,0.23,34.35,56.44
296,0.09,0.69,39.92,66.48
297,0.14,0.56,37.03,59.83
298,0.1,0.91,173.26,187.54
299,0.12,0.34,40.69,59.75
300,0.1,0.76,35.14,50.38
301,0.11,0.38,30.8,46.75
302,0.09,0.73,30.73,41.08
303,0.11,0.11,27.98,45.79
304,0.09,0.48,50.71,67.43
305,0.1,0.09,41.81,60.93
306,0.1,0.95,48.16,69.89
307,0.1,0.5,42.17,61.65
308,0.1,0.65,44.23,63.69
309,0.13,0.42,31.31,45.04
310,0.13,0.96,41.99,60.26
311,0.2,0.39,40.23,54.87
312,0.09,0.64,45.99,62.23
313,0.16,0.34,30.6,46.66
314,0.09,0.63,35.33,48.65
315,0.11,0.25,28.23,42.1
316,0.14,0.95,46.56,65.56
317,0.12,0.56,31.07,51.85
318,0.14,1.0,33.27,49.04
319,0.12,0.23,24.29,38.32
320,0.13,2.61,40.93,58.92
321,0.09,0.24,29.85,40.84
322,0.08,0.69,34.11,49.33
323,0.09,0.23,26.04,41.05
324,0.08,0.85,45.99,63.54
325,0.1,0.24,32.27,47.49
326,0.15,1.23,44.95,64.79
327,0.16,0.43,43.99,59.98
328,0.11,0.63,38.79,58.56
329,0.09,0.24,32.64,49.99
330,0.11,1.22,37.04,52.43
331,0.14,0.49,31.39,46.87
332,0.15,0.82,32.11,46.07
333,0.09,0.24,29.09,42.61
334,0.1,0.71,34.93,51.3
335,0.08,0.22,28.29,42.78
336,0.12,0.91,37.89,56.78
337,0.1,0.42,49.72,73.81
338,0.1,0.72,36.7,52.8
339,0.09,0.24,30.79,43.96
340,0.08,0.7,52.34,73.28
341,0.16,0.48,36.24,49.03
342,0.09,0.63,38.92,54.37
343,0.39,0.29,26.21,39.55
344,0.2,0.71,42.47,61.09
345,0.13,0.41,31.02,46.18
346,0.09,0.64,40.16,55.88
347,0.19,0.1,40.26,56.54
348,0.32,0.52,33.68,47.76
349,0.12,0.09,29.68,45.65
350,0.1,0.89,32.71,45.4
351,0.09,0.25,31.12,47.67
352,0.08,0.73,39.89,58.54
353,0.1,0.27,30.6,43.07
354,0.09,0.73,37.91,53.79
355,0.09,0.24,25.42,39.53
356,0.09,1.08,44.16,66.89
357,0.11,0.25,31.93,46.71
358,0.2,2.25,30.63,47.91
359,0.09,0.25,30.34,40.36
360,0.18,1.32,35.72,50.09
361,0.1,0.24,35.59,51.96
362,0.15,1.14,40.64,53.75
363,0.09,0.24,34.39,50.58
364,0.12,0.91,37.78,55.45
365,0.09,0.41,43.57,62.45
366,0.11,1.08,42.86,66.47
367,0.07,0.25,30.7,44.5
368,0.08,0.72,36.68,48.62
369,0.09,0.23,27.49,39.63
370,0.1,0.58,34.37,46.91
371,0.09,0.24,29.26,39.94
372,0.09,0.66,30.66,44.84
373,0.13,0.47,29.98,45.48
374,0.08,0.74,33.49,45.32
375,0.18,0.3,34.89,49.28
376,0.15,0.88,38.27,58.81
377,0.75,0.34,40.12,55.68
378,0.09,0.71,35.18,51.44
379,0.14,0.29,26.66,40.68
380,0.09,0.65,34.77,48.3
381,0.13,0.4,22.61,35.44
382,0.07,0.75,606.34,618.89
383,0.15,0.61,31.31,49.8
384,0.09,0.97,34.3,52.27
385,0.09,0.2,17.01,28.62
386,0.08,0.74,23.32,35.24
387,0.09,0.4,29.04,41.34
388,0.08,0.78,37.24,49.14
389,0.19,0.8,31.33,44.89
390,0.09,0.73,38.44,54.24
391,0.33,0.3,25.23,39.91
392,0.11,0.77,36.35,51.99
393,0.25,0.79,36.5,49.7
394,0.09,0.62,38.56,51.3
395,0.23,0.25,26.57,42.34
396,0.13,0.93,34.6,52.07
397,0.08,0.08,34.42,50.5
398,0.1,0.49,27.37,38.33
399,0.11,0.08,24.69,35.85
400,0.64,3.16,59.51,78.68
401,0.1,0.09,28.62,45.61
402,0.12,0.57,38.0,54.56
403,0.12,0.11,36.33,49.24
404,0.17,3.45,38.04,54.8
405,0.07,0.08,35.39,49.31
406,0.49,0.53,34.12,49.17
407,0.14,0.07,34.91,50.31
408,0.17,0.91,38.3,53.76
409,0.11,0.11,35.38,55.6
410,0.13,0.51,52.76,73.41
411,0.11,0.11,35.23,50.59
412,0.09,0.66,38.88,54.45
413,0.1,0.1,36.05,50.27
414,0.08,0.48,31.68,45.09
415,0.08,0.09,22.82,33.0
416,0.1,0.65,43.77,59.13
417,0.1,0.08,39.0,53.52
418,0.09,0.52,32.89,47.09
419,0.15,0.13,29.04,42.46
420,0.12,0.82,40.89,63.57
421,0.21,0.12,47.13,71.45
422,0.09,0.45,36.74,51.58
423,0.15,0.09,27.15,40.56
424,0.1,0.81,36.57,50.07
425,0.75,0.16,34.7,49.84
426,0.09,0.53,36.52,53.83
427,0.1,0.09,27.38,41.89
428,0.1,0.78,40.03,58.74
429,0.09,0.26,26.14,39.23
430,0.09,0.81,36.99,58.81
431,0.1,0.36,32.84,51.47
432,0.11,1.12,36.91,50.64
433,0.09,0.26,32.63,46.63
434,0.25,1.21,31.81,49.8
435,0.08,0.22,23.0,36.11
436,0.13,0.9,24.86,37.22
437,0.09,0.24,29.24,39.86
438,0.17,0.79,37.84,56.4
439,0.11,0.4,29.57,44.7
440,0.26,1.0,41.57,61.77
441,0.1,0.09,50.66,69.12
442,0.12,0.53,38.54,57.8
443,0.09,0.08,35.72,54.3
444,0.1,0.77,38.74,53.45
445,0.1,0.09,34.06,51.99
446,0.09,0.53,24.77,41.93
447,0.08,0.08,28.34,39.69
448,0.11,0.65,34.3,48.18
449,0.1,0.09,32.46,46.26
450,0.1,0.61,30.66,57.18
451,0.14,0.19,43.12,58.46
452,0.09,0.62,26.6,41.07
453,0.45,0.17,35.64,53.52
454,0.11,0.59,35.99,51.54
455,0.13,0.09,30.22,45.99
456,0.08,0.72,39.94,54.27
457,0.2,0.12,33.55,52.67
458,0.1,0.44,30.34,41.32
459,0.22,0.45,25.24,42.37
460,0.26,0.7,31.4,50.61
461,0.5,0.09,42.12,59.49
462,0.09,0.44,30.25,50.58
