frame_id,rtsp_capture_ms,yolo_inference_ms,fusion_geometry_ms,total_pipeline_ms
92,20.11,11.75,7.69,155.2
93,0.2,0.16,0.59,13.29
94,0.16,0.64,0.55,8.77
95,0.13,0.1,0.44,7.2
96,4.46,16.32,22.65,107.02
97,0.23,0.18,0.46,10.16
98,0.15,1.26,0.68,10.92
99,0.22,0.21,0.6,8.1
100,0.17,1.97,0.43,10.89
101,0.14,0.15,0.43,7.34
102,0.15,1.04,0.4,9.87
103,0.96,50.76,38.8,210.39
104,0.29,1.62,0.38,12.8
105,0.14,0.15,0.44,8.34
106,0.25,1.99,0.8,14.51
107,0.13,0.17,0.5,6.44
108,0.16,1.55,0.58,11.62
109,0.19,0.16,0.5,9.34
110,0.17,1.56,5.19,15.28
111,0.14,0.16,0.67,7.9
112,0.16,1.64,0.78,11.76
113,0.12,0.14,0.49,8.23
114,10.0,15.87,16.99,147.48
115,0.18,0.16,0.67,10.25
116,9.29,36.82,5.14,148.71
117,0.24,0.37,0.58,10.77
118,6.49,21.08,1.68,155.26
119,0.28,0.08,0.49,10.7
120,0.21,1.83,0.91,12.29
121,0.32,0.34,0.79,8.0
122,0.12,1.43,0.59,7.81
123,0.15,0.16,0.52,6.44
124,0.25,2.18,1.26,12.12
125,0.21,0.21,0.84,11.25
126,3.88,38.69,4.59,131.51
127,0.23,0.08,0.7,8.33
128,0.14,0.59,0.49,6.25
129,0.23,0.19,0.99,8.62
130,0.18,2.35,0.84,11.73
131,0.2,0.12,0.58,4.87
132,0.26,2.14,1.1,11.06
133,0.11,0.13,0.5,8.59
134,0.18,1.59,0.95,18.69
135,0.19,0.18,0.65,7.78
136,0.14,1.25,0.68,8.5
137,0.15,0.2,0.75,7.69
138,0.18,2.12,0.71,9.13
139,0.17,0.15,0.48,5.99
140,0.12,1.05,0.52,10.02
141,0.15,0.19,0.81,7.26
142,9.95,19.56,17.05,121.09
143,0.26,0.21,1.0,11.0
144,0.25,1.99,0.82,10.37
145,0.2,0.24,0.91,9.58
146,0.2,2.76,0.56,10.21
147,0.13,0.13,0.43,5.49
148,0.25,2.24,1.1,10.56
149,0.11,0.13,0.5,5.42
150,0.19,2.15,0.92,12.38
151,0.14,0.15,0.51,7.09
152,0.19,1.04,0.68,9.57
153,8.12,8.12,26.24,164.52
154,0.2,1.6,0.73,10.64
155,0.16,0.18,0.72,7.21
156,0.19,1.29,0.71,8.62
157,0.19,0.21,0.65,11.28
158,0.17,2.09,0.87,12.58
159,0.13,0.14,0.54,7.79
160,0.26,2.07,1.2,11.41
161,0.31,0.33,0.75,6.44
162,0.13,1.66,0.68,7.11
163,0.17,0.18,0.64,6.44
164,1.44,28.13,22.28,168.64
165,0.39,0.91,0.62,9.67
166,0.22,1.09,0.58,8.4
167,0.13,0.13,0.58,7.01
168,0.22,1.87,0.89,10.61
169,0.13,0.16,0.69,7.61
170,0.22,2.81,1.11,11.96
171,0.14,0.15,0.59,6.89
172,0.16,1.26,0.72,9.37
173,0.16,0.2,0.76,8.41
174,0.14,1.98,0.63,9.95
175,0.22,0.33,0.51,8.46
176,0.19,1.72,0.73,8.82
177,0.13,0.16,0.61,6.34
178,0.26,3.26,1.21,11.46
179,0.3,0.12,0.62,7.94
180,0.14,0.88,0.51,7.65
181,0.18,0.2,0.75,8.57
182,0.25,2.68,0.98,12.52
183,2.87,34.24,65.37,167.0
184,1.0,5.17,1.6,21.41
185,0.17,0.16,0.57,7.9
186,0.15,0.94,0.5,10.34
187,31.77,17.72,39.36,259.83
188,0.22,1.56,0.73,14.9
189,0.14,0.14,0.41,8.43
190,0.15,0.99,0.62,10.63
191,3.78,60.19,14.7,149.13
192,0.25,1.54,0.73,12.68
193,6.18,1.92,19.89,95.86
194,0.12,1.63,1.12,11.85
195,0.15,0.15,0.59,7.37
196,0.23,2.51,0.56,12.97
197,0.29,0.11,0.35,8.67
198,0.13,1.05,0.43,10.41
199,1.29,20.05,26.65,164.86
200,0.19,2.0,0.6,16.33
201,0.15,0.14,0.83,10.83
202,13.16,16.39,7.39,114.11
203,0.45,0.5,10.93,110.95
204,0.13,0.86,0.54,11.47
205,11.03,66.84,19.48,201.55
206,0.21,1.65,0.41,13.4
207,0.14,0.17,0.44,8.55
208,12.88,4.11,39.48,124.13
209,0.12,0.22,1.1,10.58
210,0.14,1.64,1.28,12.35
211,0.14,0.16,0.92,9.62
212,0.13,1.12,0.98,11.02
213,0.15,0.19,0.62,8.73
214,0.11,1.13,0.64,11.13
215,0.15,0.16,0.54,9.55
216,0.23,1.61,0.6,11.32
217,0.11,0.14,0.37,7.04
218,0.17,2.18,0.44,11.42
219,0.12,0.12,0.71,8.06
220,15.41,67.92,15.08,181.54
221,0.24,0.08,0.66,9.48
222,24.86,17.86,3.83,104.84
223,0.15,0.09,0.71,7.23
224,0.25,2.04,0.9,12.13
225,0.13,0.17,0.97,8.57
226,0.27,3.09,1.67,15.16
227,0.27,0.15,0.5,9.27
228,0.14,1.13,0.43,11.92
229,1.08,6.67,54.24,117.99
230,0.38,5.36,25.28,102.91
231,0.14,0.14,0.51,8.4
232,0.22,1.86,0.68,13.31
233,0.16,0.17,0.62,8.81
234,0.21,2.07,0.62,10.96
235,1.85,26.45,33.21,139.03
236,0.22,1.77,1.22,14.96
237,0.24,0.21,0.7,7.35
238,0.11,1.15,0.62,9.84
239,0.26,0.14,0.58,7.79
240,0.23,1.73,1.02,13.02
241,0.23,0.22,0.72,11.68
242,0.15,1.36,0.68,9.37
243,0.16,0.15,0.5,8.1
244,0.23,1.39,0.61,9.26
245,0.11,0.13,0.42,5.78
246,13.58,53.29,10.08,127.98
247,0.22,0.13,0.95,9.53
248,0.14,0.65,0.32,6.72
249,0.13,0.1,0.45,8.91
250,0.25,3.03,0.69,13.15
251,0.16,0.17,0.42,8.0
252,18.56,8.1,7.81,230.72
253,0.32,0.21,0.36,12.16
254,0.25,2.91,0.67,12.17
255,0.16,0.17,0.4,8.84
256,0.12,0.91,0.33,9.6
257,0.22,0.27,0.88,9.56
258,0.12,1.17,0.47,7.88
259,0.21,0.21,0.65,7.65
260,0.13,1.02,0.41,8.61
261,0.17,0.2,0.74,8.48
262,0.48,2.94,0.79,12.02
263,0.13,0.14,0.42,7.29
264,0.25,2.28,0.99,13.6
265,0.19,0.21,0.6,8.96
266,0.15,1.76,0.62,10.34
267,0.15,0.12,0.36,5.84
268,10.41,45.04,37.89,261.77
269,0.25,0.18,0.5,9.15
270,0.14,1.45,0.37,7.89
271,0.27,0.14,0.39,6.72
272,0.24,1.99,0.67,10.28
273,0.15,0.12,0.34,5.46
274,0.2,1.84,0.47,10.67
275,0.13,0.14,0.44,6.53
276,0.26,2.02,0.85,11.8
277,0.13,0.16,0.51,7.69
278,0.16,1.76,0.57,11.72
279,0.14,0.15,0.43,7.98
280,0.22,1.9,0.61,10.07
281,0.16,0.2,0.52,6.75
282,10.56,13.92,21.4,117.08
283,0.26,0.87,1.75,51.96
284,0.19,1.0,0.61,8.22
285,5.54,39.85,6.44,190.91
286,0.23,1.57,0.43,14.83
287,0.13,0.12,0.35,7.36
288,0.34,1.05,0.42,9.65
289,0.35,0.23,0.71,10.2
290,0.96,48.17,10.2,113.49
291,0.44,0.95,1.28,87.9
292,0.13,0.86,0.43,8.3
293,14.73,0.17,34.78,171.63
294,0.23,2.12,0.66,14.5
295,0.41,0.14,5.76,13.51
296,9.78,15.86,62.84,254.29
297,0.2,0.13,0.5,10.15
298,0.2,2.27,0.8,13.31
299,0.32,0.14,0.62,11.35
300,0.3,1.86,0.78,11.85
301,0.12,0.16,0.57,6.91
302,0.16,1.84,0.83,10.6
303,0.12,0.15,0.49,7.33
304,0.19,1.81,0.78,10.41
305,0.12,0.14,0.49,6.52
306,0.17,2.03,0.89,10.77
307,9.59,46.99,85.05,239.3
308,0.34,1.49,0.46,13.05
309,0.19,0.16,0.5,7.58
310,13.29,29.4,4.54,152.67
311,0.19,0.15,0.62,9.63
312,0.14,1.07,0.51,9.2
313,7.11,73.61,46.15,204.0
314,0.25,1.56,0.78,12.1
315,0.11,0.12,0.64,7.94
316,0.25,2.19,1.35,12.66
317,0.15,0.14,0.72,5.95
318,0.11,1.27,0.58,8.77
319,0.13,0.14,0.51,7.27
320,0.26,2.62,1.06,11.63
321,0.2,0.25,1.0,8.84
322,0.26,2.91,1.14,12.2
323,0.14,0.23,0.7,8.9
324,3.22,43.21,27.84,147.76
325,0.18,0.09,0.56,10.22
326,0.24,2.0,1.02,12.01
327,0.22,0.29,0.93,9.12
328,4.73,13.96,15.82,84.95
329,0.46,13.97,17.35,65.8
330,0.29,0.71,0.45,9.88
331,0.25,0.27,0.82,10.85
332,0.25,1.28,1.31,10.73
333,0.15,0.14,0.45,8.71
334,0.17,2.04,0.67,14.81
335,0.15,0.19,0.53,6.92
336,0.2,2.43,0.72,13.04
337,0.14,0.14,0.48,9.34
338,0.26,2.08,0.82,14.74
339,0.18,0.24,1.09,9.37
340,0.17,1.38,0.57,10.06
341,0.16,0.19,0.89,9.11
342,1.92,18.84,4.65,94.76
343,0.15,0.12,0.46,6.56
344,1.69,24.44,14.72,102.78
345,4.27,5.79,6.77,107.78
346,0.21,0.74,0.62,8.14
347,0.13,0.15,0.57,7.13
348,0.11,1.45,0.88,9.29
349,0.15,0.14,0.45,8.07
350,0.36,0.86,0.73,9.91
351,16.0,4.52,79.25,229.64
352,0.28,1.78,0.7,11.51
353,0.14,0.15,0.39,7.73
354,0.25,2.1,0.96,12.54
355,0.14,0.15,0.7,6.47
356,12.47,11.44,15.19,146.68
357,0.34,0.18,0.75,17.13
358,0.24,1.95,1.22,11.84
359,20.69,5.91,75.23,211.42
360,0.79,1.69,0.75,15.0
361,0.15,0.12,0.52,8.68
362,0.26,1.42,0.94,10.33
363,0.1,0.12,0.46,6.04
364,0.21,3.09,0.56,10.87
365,0.17,0.15,0.51,6.64
366,0.12,1.09,0.55,8.49
367,0.15,0.19,0.71,7.2
368,0.11,1.29,0.61,8.45
369,0.15,0.14,0.49,7.27
370,0.16,1.18,0.53,9.46
371,0.25,0.3,1.19,10.75
372,0.28,2.11,0.7,9.46
373,0.15,0.17,0.68,7.96
374,0.22,1.63,0.84,10.61
375,0.14,0.19,0.72,7.61
376,8.18,13.33,3.98,102.81
377,0.14,0.09,0.55,8.45
378,0.15,0.53,0.57,8.49
379,0.24,0.16,1.03,9.17
380,0.22,2.16,0.93,11.28
381,0.12,0.16,0.51,9.77
382,0.26,2.29,1.26,13.73
383,0.16,0.17,0.76,7.31
384,0.16,2.41,0.52,11.72
385,0.16,0.16,0.44,8.97
386,11.12,26.22,8.75,146.63
387,0.62,0.19,0.71,10.98
388,0.18,2.22,0.9,13.43
389,0.15,0.14,0.49,7.76
390,0.26,2.22,1.28,14.78
391,0.26,0.16,1.84,10.04
392,0.13,1.68,0.64,11.13
393,0.14,0.15,0.58,8.48
394,0.14,1.12,0.48,10.6
395,0.21,0.26,0.89,9.16
396,5.96,8.92,1.79,50.49
397,0.38,0.16,6.16,76.42
398,0.13,1.1,0.42,7.67
399,0.23,0.31,0.77,6.91
400,0.16,1.74,0.38,10.58
401,0.14,0.14,0.4,7.63
402,0.12,1.06,0.43,8.43
403,0.13,0.17,0.43,6.57
404,0.25,2.69,0.6,11.48
405,1.96,3.68,21.49,141.81
406,0.82,1.09,0.55,12.28
407,4.92,1.72,13.93,117.35
408,0.57,1.93,0.5,13.49
409,4.08,16.79,6.39,92.98
410,0.22,9.83,2.38,21.3
411,0.17,0.21,1.15,8.32
412,12.1,45.82,21.92,153.54
413,0.18,0.19,0.55,9.34
414,0.27,1.89,0.93,13.48
415,0.21,0.26,0.93,8.2
416,1.91,17.88,12.28,99.85
417,0.16,0.12,0.67,7.42
418,0.18,0.99,0.93,10.02
419,0.21,0.14,0.97,8.15
420,0.2,2.39,0.74,9.85
421,0.13,0.15,0.67,9.03
422,0.25,1.88,1.2,11.83
423,0.15,0.18,0.65,7.2
424,0.32,2.25,0.83,11.92
425,0.18,0.15,0.53,6.93
426,0.17,1.31,0.66,10.12
427,0.14,0.49,0.71,7.16
428,0.25,3.35,0.94,11.25
429,1.21,81.38,22.09,201.47
430,0.21,3.64,0.97,14.5
431,0.15,0.16,0.5,8.75
432,11.98,23.0,14.81,195.03
433,0.2,0.2,0.98,16.86
434,0.2,2.13,0.76,11.3
435,0.12,0.2,0.6,7.68
436,0.83,50.12,24.16,168.47
437,0.33,0.17,0.81,12.34
438,0.14,32.15,21.45,140.64
439,0.29,0.16,0.5,10.71
440,0.21,1.9,1.2,12.55
441,0.3,0.3,0.98,7.72
442,0.17,1.66,0.99,9.96
443,0.12,0.12,1.32,9.41
444,0.26,1.87,3.03,14.94
445,0.14,0.14,0.6,8.95
446,7.82,10.68,2.62,83.77
447,0.2,2.24,14.65,59.05
448,0.16,1.14,0.63,10.42
449,0.19,0.24,0.96,9.13
450,13.83,30.84,40.02,150.47
451,0.14,0.15,0.56,9.76
