frame_id,rtsp_capture_ms,yolo_inference_ms,fusion_geometry_ms,total_pipeline_ms
191,0.79,1.43,37.18,252.09
192,0.63,3.59,36.41,81.0
193,0.41,0.47,24.75,60.38
194,0.17,1.33,33.45,68.6
195,0.14,0.22,21.65,61.25
196,12.48,48.39,200.64,798.89
197,0.27,0.61,74.11,329.96
198,1.02,6.65,79.2,151.77
199,0.15,0.24,29.84,58.33
200,0.12,1.06,26.1,55.44
201,3.43,3.45,154.79,538.52
202,0.95,1.3,35.84,70.02
203,0.16,0.27,33.42,64.12
204,0.21,38.9,49.55,122.38
205,2.0,13.21,51.73,105.02
206,1.13,8.64,37.39,82.25
207,0.16,0.23,21.46,56.86
208,0.16,1.02,32.73,79.26
209,0.14,0.25,23.79,50.86
210,0.15,1.11,25.49,71.58
211,0.15,0.23,27.33,69.58
212,0.14,1.14,24.77,65.67
213,0.17,0.34,33.52,84.61
214,0.19,2.61,50.98,104.23
215,0.41,0.4,35.86,74.01
216,10.04,32.55,271.42,543.4
217,0.42,18.42,58.93,380.65
218,0.62,1.5,79.51,128.99
219,0.5,0.65,36.38,80.45
220,0.15,1.38,28.96,60.37
221,0.25,0.27,15.24,36.56
222,0.18,1.05,27.01,62.29
223,0.15,0.29,30.37,86.42
224,0.3,11.35,35.58,85.13
225,9.96,6.94,150.78,427.52
226,0.39,7.94,42.76,104.77
227,1.3,1.92,41.83,91.3
228,0.23,2.13,33.68,67.68
229,0.17,0.35,31.48,69.68
230,0.29,1.89,37.62,74.92
231,0.3,0.31,24.85,61.51
232,0.21,0.96,18.54,55.88
233,0.17,0.33,22.67,49.79
234,0.22,1.32,33.14,65.88
235,0.23,0.33,22.65,51.58
236,0.16,1.11,27.22,64.68
237,0.18,0.22,22.3,53.66
238,0.17,1.31,25.22,64.81
239,0.26,0.38,22.34,52.99
240,0.17,1.26,32.0,84.57
241,0.21,0.39,28.65,61.97
242,0.19,1.1,27.55,63.45
243,0.62,0.75,31.44,72.09
244,0.19,1.04,32.81,65.67
245,5.13,17.67,173.97,693.25
246,0.21,1.5,46.28,80.24
247,0.29,0.36,30.6,66.17
248,0.18,1.1,25.15,62.83
249,0.17,0.32,25.0,56.83
250,0.18,1.29,29.81,64.19
251,0.17,0.32,29.03,65.54
252,1.11,2.36,129.38,645.27
253,0.29,0.36,36.25,79.36
254,0.2,8.56,34.53,74.1
255,3.97,12.79,205.39,627.89
256,0.24,1.59,49.24,124.07
257,1.35,1.42,44.47,86.22
258,0.17,1.25,35.37,67.51
259,0.16,0.35,35.68,76.33
260,0.2,1.32,36.39,72.5
261,0.17,0.35,30.88,59.58
262,0.22,1.39,36.99,72.19
263,0.16,0.31,30.02,60.97
264,1.1,31.21,217.04,652.7
265,0.26,0.39,43.66,351.55
266,0.33,3.88,57.43,109.92
267,1.6,31.41,216.72,1110.73
268,3.64,10.67,1081.48,2146.79
269,8.0,14.14,401.54,1196.35
270,0.89,117.57,902.64,1650.18
271,0.97,49.37,814.5,1782.13
