frame_id,rtsp_capture_ms,yolo_inference_ms,fusion_geometry_ms,total_pipeline_ms
228,0.18,1.21,28.42,39.71
229,0.07,0.18,18.72,28.8
230,0.13,1.16,36.05,49.5
231,0.1,0.3,29.28,44.82
232,0.09,0.72,33.14,43.86
233,0.07,0.2,24.68,34.99
234,0.09,0.69,34.99,50.34
235,0.08,0.19,28.32,40.3
236,0.08,0.75,29.51,41.13
237,0.08,0.19,22.52,31.99
238,0.13,0.74,38.24,54.22
239,0.22,0.56,35.08,47.24
240,0.09,0.61,34.21,46.08
241,0.18,0.35,38.92,55.59
242,0.11,0.82,32.86,44.46
243,0.21,0.68,26.07,39.54
244,0.1,0.96,30.2,42.97
245,0.1,0.34,25.45,40.25
246,0.1,0.87,33.88,46.39
247,0.14,0.34,30.22,49.44
248,0.08,0.68,33.79,44.62
249,0.1,0.29,18.91,29.37
250,0.09,0.65,27.63,40.01
251,0.15,0.2,19.33,27.9
252,0.1,0.74,40.29,56.72
253,0.12,0.22,24.53,42.58
254,0.1,0.95,34.05,47.37
255,0.09,0.23,28.18,42.14
256,0.1,0.77,40.04,57.18
257,0.11,0.33,35.35,49.59
258,0.1,0.92,33.45,45.96
259,0.1,0.32,22.66,36.07
260,0.09,1.36,37.32,53.02
261,0.09,0.2,22.01,32.57
262,0.12,0.83,31.2,42.01
263,0.09,0.2,17.62,29.12
264,0.07,1.25,24.2,39.47
265,0.09,0.22,29.86,42.81
266,0.13,0.78,31.11,43.55
267,0.08,0.19,19.14,31.3
268,0.12,0.65,32.12,45.12
269,0.09,0.33,17.93,29.02
270,0.09,0.65,22.89,32.51
271,0.1,0.27,17.95,31.5
272,0.13,0.73,27.37,38.29
273,0.08,0.19,27.87,40.5
274,0.14,0.84,21.94,32.6
275,0.08,0.18,16.73,28.6
276,0.12,0.9,28.14,42.71
277,0.1,0.36,24.26,34.69
278,0.07,0.83,18.82,34.75
279,0.22,0.43,20.32,28.99
280,0.08,0.73,30.72,42.43
281,0.22,0.23,26.64,36.2
282,0.28,0.68,29.59,40.81
283,0.09,0.18,16.65,24.89
284,0.08,0.72,32.19,43.6
285,0.11,0.26,26.74,39.87
286,0.07,0.73,28.28,38.76
287,0.09,0.19,25.12,35.67
288,0.09,0.73,35.44,43.66
289,0.08,0.26,24.48,34.67
290,0.07,0.68,24.89,36.89
291,0.09,0.19,23.42,37.63
292,0.09,0.68,30.55,41.48
293,0.08,0.24,17.17,25.45
294,0.1,1.18,24.2,38.4
295,0.08,0.19,24.74,36.44
296,0.14,0.93,29.48,42.25
297,0.11,0.3,31.85,50.36
298,0.14,0.82,37.15,48.12
299,0.12,0.28,21.9,33.09
300,0.16,0.81,38.37,56.06
301,0.09,0.19,19.75,32.68
302,0.5,0.73,26.12,35.77
303,0.08,0.19,27.37,34.71
304,0.45,0.8,35.24,44.46
305,0.09,0.2,29.49,39.37
306,0.17,0.78,32.94,44.63
307,0.08,0.19,18.2,31.63
308,0.16,1.24,28.72,43.33
309,0.08,0.2,19.68,28.59
310,0.07,0.72,25.72,34.39
311,0.09,0.27,24.7,40.58
312,0.08,0.77,22.48,33.51
313,0.16,0.26,26.17,39.79
314,0.09,0.71,31.16,42.34
315,0.08,0.2,20.62,28.11
316,0.1,0.91,30.65,41.66
317,0.17,0.36,20.7,28.91
318,0.08,0.96,28.28,40.5
319,0.08,0.48,21.58,31.27
320,0.1,0.98,28.23,41.29
321,0.12,0.31,23.15,34.37
322,0.08,0.76,27.25,36.73
323,0.23,0.34,24.69,38.19
324,0.09,0.79,32.37,45.06
325,0.08,0.18,18.34,28.76
326,0.08,0.8,26.71,36.74
327,0.09,0.34,32.95,47.55
328,0.07,0.62,26.42,36.28
329,0.12,0.18,20.96,29.21
330,0.07,0.74,22.08,34.64
331,0.11,0.38,29.35,43.6
332,0.08,0.66,23.64,35.61
333,0.09,0.28,19.46,28.89
334,0.1,1.04,34.32,49.66
335,0.08,0.19,18.73,29.78
336,0.09,0.75,26.34,38.26
337,0.09,0.25,28.91,41.16
338,0.16,1.75,34.09,47.86
339,0.08,0.19,18.41,26.64
340,0.15,0.91,26.13,38.31
341,0.05,0.19,18.12,28.07
342,0.08,0.84,23.41,33.31
343,0.07,0.2,19.95,31.62
344,0.16,1.94,25.75,37.79
345,0.08,0.19,20.3,29.65
346,0.09,0.9,40.25,49.97
347,0.06,0.19,17.83,26.47
348,0.11,1.72,38.65,51.31
349,0.07,0.29,24.98,38.2
350,0.08,0.98,27.5,38.8
351,0.09,0.31,29.31,40.81
352,0.12,1.1,28.6,39.4
353,0.08,0.31,39.33,46.91
354,0.08,0.95,36.99,49.25
355,0.13,0.34,26.7,39.64
356,0.07,0.67,31.28,41.54
357,0.07,0.21,25.71,40.69
358,0.09,0.86,30.64,45.24
359,0.09,0.33,21.47,33.52
360,0.09,1.01,24.71,38.25
361,0.09,0.28,23.13,34.87
362,0.09,0.72,30.55,39.5
363,0.08,0.34,28.09,40.7
364,0.08,0.55,36.94,48.67
365,0.14,0.49,20.8,30.3
366,0.15,1.7,24.21,33.26
367,0.07,0.21,17.34,26.7
368,0.07,0.74,29.03,38.6
369,0.13,0.4,28.22,40.86
370,0.15,1.02,26.98,36.13
371,0.08,0.2,17.41,27.35
372,0.12,0.66,29.02,38.0
373,0.07,0.21,31.77,46.36
374,0.07,0.72,33.37,48.08
375,0.13,0.32,20.33,29.85
376,0.07,0.87,28.01,40.64
377,0.09,0.3,30.92,40.33
378,0.09,0.96,31.54,43.33
379,0.09,0.34,21.01,30.49
380,0.07,0.63,27.38,37.59
381,0.11,0.35,25.88,39.98
382,0.1,1.33,41.8,55.6
383,0.1,0.32,23.82,38.8
384,0.18,0.86,29.65,43.1
385,0.09,0.29,27.6,42.1
386,0.12,0.97,29.94,41.78
387,0.08,0.2,20.56,31.94
388,0.07,0.89,28.72,40.49
389,0.07,0.21,23.64,35.78
390,0.08,0.64,32.76,44.94
391,0.09,0.36,27.2,41.98
392,0.06,0.67,25.11,36.93
393,0.07,0.17,22.31,31.54
394,0.11,3.71,24.85,42.61
395,0.08,0.2,18.18,26.67
396,0.11,0.88,22.99,34.42
397,0.07,0.23,21.13,32.45
398,0.13,1.57,31.5,47.68
399,0.22,0.34,30.58,42.36
400,0.09,0.79,33.38,45.23
401,0.11,0.28,25.88,37.53
402,0.28,0.97,46.35,66.44
403,0.32,1.2,42.14,75.7
404,0.12,2.52,91.68,133.94
405,0.39,2.02,176.32,349.28
406,0.5,12.35,339.32,573.13
407,1.27,1.13,403.68,565.1
408,4.07,38.05,760.9,1077.77
409,1.09,2.35,380.7,663.21
410,0.46,13.7,415.57,846.63
411,51.92,30.47,279.55,699.83
412,2.38,16.87,261.17,531.72
413,2.81,2.21,291.93,447.6
414,5.63,17.02,423.06,763.23
415,16.34,2.13,555.48,842.43
416,1.83,20.92,473.37,697.08
417,0.63,8.16,334.37,487.38
